player_name,mu,sigma,form,sg_ott,sg_app,sg_arg,sg_putt,OverallRating,Tier,Power,Approach,ShortGame,Putting,Consistency,DogFactor,CF_Z,CF_SG_per_round,course_profile,course_description
Thomas Rosenmueller,0.17,0.515,0.17,0.35,0.41,-0.38,-0.61,82,B,91,86,65,67,75,83,-6.034688546838668,-0.5431219692154801,water_target_tpc,"Water everywhere, target golf, punishment for big misses"
Isaiah Salinda,0.02,0.46,0.018,0.52,-0.13,-0.11,-0.61,78,C,94,78,75,67,78,81,-6.063685578501995,-0.5457317020651795,water_target_tpc,"Water everywhere, target golf, punishment for big misses"
Camilo Villegas,-0.22,0.389,-0.217,-0.74,-0.02,0.04,0.08,73,D,73,80,80,81,81,79,-6.31608924659745,-0.5684480321937705,water_target_tpc,"Water everywhere, target golf, punishment for big misses"
Sungjae Im,-0.26,0.672,-0.26,0.31,-0.98,0.53,0.09,72,D,91,66,96,81,66,70,-6.65233607365958,-0.5987102466293621,water_target_tpc,"Water everywhere, target golf, punishment for big misses"
Kevin Velo,-0.2,0.231,-0.202,-0.02,-0.29,-0.09,-0.53,73,D,85,76,75,69,90,84,-6.79206177343449,-0.6112855596091041,water_target_tpc,"Water everywhere, target golf, punishment for big misses"
Hayden Buckley,-0.12,0.261,-0.12,0.11,-0.13,-0.29,-0.51,75,D,87,79,69,69,88,84,-6.820477499775668,-0.6138429749798101,water_target_tpc,"Water everywhere, target golf, punishment for big misses"
Tim Widing,-0.25,0.171,-0.255,-0.01,-0.38,-0.36,-0.25,72,D,85,75,66,74,93,85,-7.240941241827253,-0.6516847117644528,water_target_tpc,"Water everywhere, target golf, punishment for big misses"
Matthew Riedel,-0.25,0.194,-0.246,-0.08,-0.31,-0.49,-0.09,72,D,84,76,62,77,92,84,-7.5779138821244,-0.682012249391196,water_target_tpc,"Water everywhere, target golf, punishment for big misses"
Brian Campbell,-0.27,0.57,-0.273,-1.01,-0.03,0.13,0.23,71,D,68,80,83,84,72,72,-8.833355590257144,-0.795002003123143,water_target_tpc,"Water everywhere, target golf, punishment for big misses"
Rafael Campos,-0.4,0.189,-0.404,-0.39,-0.53,-0.28,-0.08,68,D,79,73,69,78,92,81,-9.12913552532444,-0.8216221972791995,water_target_tpc,"Water everywhere, target golf, punishment for big misses"
Matthieu Pavon,-0.29,0.311,-0.294,-0.01,-0.48,-0.55,0.05,71,D,85,74,60,80,86,80,-9.464411758255487,-0.8517970582429938,water_target_tpc,"Water everywhere, target golf, punishment for big misses"
Kaito Onishi,-0.4,0.345,-0.398,-0.72,-0.38,-0.13,0.08,68,D,73,75,74,81,84,76,-9.985956006730754,-0.8987360406057678,water_target_tpc,"Water everywhere, target golf, punishment for big misses"
Taylor Dickson,-0.42,0.222,-0.419,-0.3,-0.62,-0.08,-0.39,68,D,80,71,76,72,90,80,-10.081968062504917,-0.9073771256254425,water_target_tpc,"Water everywhere, target golf, punishment for big misses"
Cristobal Del Solar,-0.43,0.33,-0.427,-0.66,-0.46,-0.22,0.11,68,D,74,74,71,82,85,77,-10.302990771171274,-0.9272691694054146,water_target_tpc,"Water everywhere, target golf, punishment for big misses"
Peter Malnati,-0.45,0.512,-0.449,-0.71,-0.64,0.33,0.03,67,D,73,71,90,80,75,70,-10.51606349589382,-0.9464457146304437,water_target_tpc,"Water everywhere, target golf, punishment for big misses"
Mason Andersen,-0.5,0.422,-0.498,-0.46,-0.82,0.09,-0.02,66,D,77,69,81,79,80,72,-11.508118388938513,-1.035730655004466,water_target_tpc,"Water everywhere, target golf, punishment for big misses"
Will Chandler,-0.46,0.416,-0.463,-0.09,-0.92,0.01,-0.24,67,D,84,67,79,74,80,73,-12.014716638652699,-1.0813244974787428,water_target_tpc,"Water everywhere, target golf, punishment for big misses"
