player_name,mu,sigma,form,sg_ott,sg_app,sg_arg,sg_putt,OverallRating,Tier,Power,Approach,ShortGame,Putting,Consistency,DogFactor,CF_Z,CF_SG_per_round,course_profile,course_description
Justin Thomas,0.24,0.12,0.242,0.08,0.32,0.26,0.34,84,A,87,85,87,86,96,96,5.887318556110733,0.529858670049966,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Sepp Straka,0.39,0.308,0.386,0.23,0.68,-0.07,0.24,87,S,89,90,76,84,86,93,5.653872352615112,0.50884851173536,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Kurt Kitayama,0.33,0.351,0.334,0.54,0.39,0.17,-0.27,86,A,95,86,84,74,84,91,5.444671195294705,0.4900204075765235,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Aaron Rai,0.33,0.282,0.33,0.39,0.48,0.08,-0.13,86,A,92,87,81,77,87,93,5.2474155469350485,0.47226739922415434,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Kevin Yu,0.3,0.336,0.304,0.62,0.31,-0.14,0.01,85,A,96,85,73,80,84,91,4.965076310881985,0.4468568679793786,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Collin Morikawa,0.45,0.493,0.453,0.49,0.76,-0.05,-0.31,89,S,94,91,77,73,76,89,4.933127935384105,0.44398151418456944,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Thorbjørn Olesen,0.2,0.136,0.198,0.22,0.21,0.02,0.35,83,B,89,83,79,86,95,95,4.74026180202786,0.4266235621825074,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Alex Smalley,0.18,0.166,0.183,0.41,0.08,0.12,0.04,82,B,92,82,83,80,93,93,4.567068665291442,0.4110361798762298,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Bud Cauley,0.23,0.157,0.226,0.15,0.38,0.0,0.12,83,A,88,86,78,82,94,95,4.344055767614356,0.390965019085292,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Taylor Pendrith,0.22,0.259,0.218,0.54,0.13,-0.03,0.03,83,A,95,82,77,80,88,91,4.342962642078337,0.39086663778705033,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Si Woo Kim,0.31,0.372,0.31,0.34,0.42,0.35,-0.37,85,A,91,87,90,72,82,89,4.337237609404205,0.3903513848463785,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Corey Conners,0.25,0.241,0.248,0.39,0.32,-0.15,0.13,84,A,92,85,73,82,89,93,4.321577400408387,0.3889419660367548,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Pierceson Coody,0.25,0.414,0.249,0.79,0.06,-0.01,-0.13,84,A,99,81,78,77,80,87,4.1752944909752205,0.3757765041877698,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Maverick McNealy,0.21,0.186,0.205,0.18,0.28,-0.08,0.35,83,B,89,84,76,86,92,93,4.055898120167484,0.36503083081507354,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Lee Hodges,0.25,0.202,0.246,0.08,0.46,0.06,0.06,84,A,87,87,80,80,92,94,4.045367945221815,0.3640831150699634,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
J.T. Poston,0.11,0.069,0.114,0.16,0.08,0.19,0.04,81,B,88,82,85,80,99,96,3.9597122352893894,0.356374101176045,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Matt Fitzpatrick,0.13,0.11,0.133,0.1,0.12,0.1,0.33,81,B,87,82,82,86,96,94,3.8190897310046084,0.34371807579041475,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Nick Taylor,0.22,0.184,0.22,0.0,0.43,0.1,0.13,83,A,85,87,82,82,92,93,3.711829202358517,0.3340646282122665,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Shane Lowry,0.36,0.392,0.363,0.08,0.76,0.04,-0.12,86,A,87,91,80,77,81,90,3.6765154025234845,0.3308863862271136,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Michael Kim,0.2,0.165,0.201,0.04,0.37,0.16,-0.0,83,B,86,86,84,79,93,94,3.6761655321457463,0.3308548978931172,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Chris Gotterup,0.17,0.28,0.169,0.57,-0.01,0.03,0.0,82,B,95,80,79,79,87,90,3.6393752999533704,0.32754377699580334,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Viktor Hovland,0.43,0.499,0.428,0.1,0.94,-0.13,-0.07,88,S,87,94,74,78,76,89,3.605024561929367,0.324452210573643,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Kevin Roy,0.12,0.132,0.121,0.29,0.03,0.01,0.19,81,B,90,81,79,83,95,93,3.5221026924488763,0.3169892423203989,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Patrick Fishburn,0.15,0.136,0.152,0.26,0.14,-0.06,0.17,81,B,90,82,76,83,95,93,3.490422581547149,0.31413803233924337,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Adam Scott,0.18,0.192,0.175,0.35,0.17,0.03,-0.1,82,B,91,83,79,77,92,93,3.4512401600983456,0.3106116144088511,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Keith Mitchell,0.21,0.31,0.207,0.53,0.17,-0.19,-0.01,83,B,95,83,72,79,86,90,3.3920146959439523,0.3052813226349557,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Ricky Castillo,0.14,0.206,0.145,0.36,0.06,0.16,-0.14,81,B,92,81,84,77,91,91,3.355531791151767,0.301997861203659,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Daniel Berger,0.29,0.351,0.286,0.41,0.46,-0.19,-0.15,85,A,93,87,72,76,83,90,3.34675476388448,0.30120792874960317,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Nicolai Højgaard,0.31,0.364,0.309,0.21,0.6,-0.29,0.19,85,A,89,89,69,83,83,90,3.343109763980778,0.30087987875827,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Ludvig Åberg,0.16,0.275,0.163,0.52,0.04,-0.11,0.05,82,B,94,81,75,80,88,90,3.1927107907067738,0.2873439711636096,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Jesper Svensson,0.12,0.306,0.117,0.55,-0.13,0.09,-0.06,81,B,95,79,81,78,86,88,2.854770843233551,0.25692937589101955,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Hideki Matsuyama,0.23,0.341,0.234,-0.17,0.48,0.48,-0.03,83,A,82,87,94,79,84,89,2.8407085618168306,0.25566377056351475,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Harris English,0.09,0.226,0.089,0.26,-0.07,0.0,0.42,80,B,90,79,78,88,90,90,2.799083451865254,0.2519175106678729,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Davis Thompson,0.17,0.311,0.169,0.46,0.09,0.14,-0.3,82,B,93,82,83,73,86,89,2.795037236378759,0.2515533512740883,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Cameron Young,0.1,0.35,0.099,0.32,-0.12,-0.03,0.64,80,B,91,79,77,92,84,86,2.790607690514185,0.2511546921462766,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Harry Hall,0.12,0.44,0.117,-0.07,-0.02,0.38,0.88,81,B,84,80,91,97,79,84,2.743471862351955,0.24691246761167596,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Rickie Fowler,0.1,0.144,0.104,0.28,0.04,-0.06,0.08,80,B,90,81,76,81,95,93,2.7331537488913535,0.2459838374002218,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Ryan Fox,0.14,0.16,0.145,-0.05,0.3,0.02,0.19,81,B,85,85,79,83,94,93,2.7227326490424906,0.24504593841382413,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Victor Perez,0.23,0.288,0.232,0.09,0.48,-0.22,0.22,83,A,87,87,71,84,87,91,2.6828262348244483,0.24145436113420032,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Xander Schauffele,0.26,0.328,0.262,0.08,0.58,-0.02,-0.18,84,A,87,89,78,76,85,90,2.623250712352262,0.2360925641117036,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Jake Knapp,0.11,0.246,0.108,0.25,0.0,-0.09,0.46,80,B,90,80,75,88,89,89,2.5947938251262395,0.23353144426136155,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Akshay Bhatia,0.26,0.348,0.258,0.02,0.57,-0.24,0.28,84,A,86,89,70,85,84,90,2.575842883933506,0.23182585955401555,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Emiliano Grillo,0.18,0.265,0.181,0.18,0.3,-0.26,0.29,82,B,89,85,70,85,88,90,2.5601535228631986,0.23041381705768788,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Michael Thorbjornsen,0.19,0.357,0.189,0.59,0.12,-0.23,-0.09,82,B,96,82,71,78,83,87,2.5265135166392767,0.2273862164975349,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Jason Day,0.04,0.173,0.039,0.09,-0.11,0.3,0.17,79,C,87,79,89,83,93,91,2.466122706281227,0.22195104356531045,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Garrick Higgo,0.07,0.329,0.069,0.13,-0.11,0.11,0.66,79,B,88,79,82,93,85,86,2.4468809407435708,0.22021928466692137,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Andrew Novak,0.04,0.108,0.04,0.04,-0.04,0.16,0.2,79,C,86,80,84,83,97,93,2.333783161228188,0.21004048451053692,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Lucas Glover,0.23,0.319,0.234,0.12,0.46,0.16,-0.32,83,A,87,87,84,73,85,89,2.329030558183792,0.20961275023654127,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Max McGreevy,0.13,0.234,0.129,0.4,0.07,-0.11,-0.08,81,B,92,81,75,78,90,91,2.276357774146686,0.20487219967320172,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Chris Kirk,0.2,0.285,0.199,0.12,0.39,0.12,-0.3,83,B,87,86,83,73,87,91,2.15273103048513,0.19374579274366172,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Ryan Gerard,0.23,0.316,0.231,0.16,0.46,0.05,-0.31,83,A,88,87,80,73,85,89,2.123894626082147,0.19115051634739322,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Ryo Hisatsune,0.11,0.175,0.112,0.14,0.15,0.14,-0.2,80,B,88,83,83,75,93,91,2.1202409716067834,0.1908216874446105,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Matt McCarty,0.05,0.212,0.054,0.09,-0.06,0.05,0.44,79,B,87,80,80,88,91,89,2.0781525168122372,0.18703372651310135,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Steven Fisk,0.19,0.378,0.191,0.39,0.2,0.2,-0.47,82,B,92,83,85,70,82,87,2.0233253518471894,0.18209928166624703,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Brian Harman,0.05,0.062,0.051,-0.02,0.07,0.13,0.04,79,B,85,81,83,80,99,94,1.9727601437195186,0.17754841293475668,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Vince Whaley,0.03,0.152,0.031,-0.0,-0.05,0.2,0.26,79,C,85,80,85,85,94,91,1.9683092289586488,0.1771478306062784,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Sam Stevens,0.01,0.237,0.011,0.3,-0.25,0.18,0.06,78,C,91,77,85,81,90,88,1.7492927581900075,0.15743634823710068,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Sam Burns,0.09,0.501,0.087,0.15,-0.12,-0.01,0.98,80,B,88,79,78,99,75,81,1.6611724700080535,0.1495055223007248,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Mac Meissner,0.14,0.244,0.14,-0.17,0.34,0.28,-0.03,81,B,82,85,88,79,89,90,1.6251809114231914,0.14626628202808722,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Gary Woodland,0.2,0.36,0.197,0.25,0.36,-0.43,0.23,82,B,90,86,64,84,83,87,1.585725849054493,0.14271532641490436,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Matt Wallace,0.07,0.27,0.069,-0.16,0.09,0.48,0.04,79,B,83,82,95,80,88,88,1.5497185638558935,0.1394746707470304,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Mark Hubbard,0.04,0.106,0.044,-0.02,0.09,-0.06,0.18,79,B,85,82,76,83,97,93,1.4709659884756263,0.13238693896280637,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Patrick Rodgers,-0.0,0.115,-0.002,0.12,-0.13,0.11,0.04,78,C,87,79,82,80,96,91,1.2684630293987742,0.11416167264588967,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Max Greyserman,0.01,0.155,0.011,-0.07,-0.03,0.14,0.26,78,C,84,80,83,85,94,90,1.1686820368160895,0.10518138331344805,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Ben Kohles,0.29,0.489,0.288,0.16,0.66,-0.02,-0.53,85,A,88,90,78,69,76,86,1.10202494294218,0.0991822448647962,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Rico Hoey,0.4,0.779,0.4,0.68,0.67,-0.04,-0.97,87,S,97,90,77,60,60,79,1.0959781980567072,0.09863803782510364,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Seamus Power,0.06,0.143,0.057,0.06,0.11,0.08,-0.2,79,B,86,82,81,75,95,92,1.070320108026189,0.09632880972235701,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Rasmus Højgaard,0.0,0.124,0.003,0.18,-0.1,-0.02,-0.05,78,C,89,79,78,78,96,91,1.0153954398852763,0.09138558958967485,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Joel Dahmen,0.09,0.209,0.09,0.19,0.16,-0.11,-0.24,80,B,89,83,75,75,91,90,0.9574812257437915,0.08617331031694123,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Matt Kuchar,0.04,0.276,0.041,-0.26,0.1,0.26,0.37,79,C,81,82,87,87,88,88,0.8765910255795887,0.07889319230216298,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Kris Ventura,0.03,0.186,0.026,0.12,-0.04,-0.14,0.29,78,C,87,80,74,85,92,89,0.8518742010728458,0.07666867809655613,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Luke Clanton,0.14,0.308,0.141,0.31,0.24,-0.24,-0.27,81,B,91,84,70,74,86,88,0.7594104506718157,0.0683469405604634,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Jhonattan Vegas,0.09,0.242,0.09,0.26,0.12,-0.1,-0.28,80,B,90,82,75,74,89,89,0.7097013761170421,0.06387312385053379,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Taylor Moore,-0.01,0.243,-0.013,0.15,-0.21,0.32,-0.12,77,C,88,77,89,77,89,87,0.4811615607133291,0.04330454046419962,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Wyndham Clark,-0.04,0.246,-0.042,0.09,-0.28,0.3,0.14,77,C,87,76,88,82,89,87,0.46344343229498053,0.04170990890654824,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Lanto Griffin,0.04,0.137,0.035,-0.08,0.15,-0.14,0.1,79,C,84,83,74,81,95,92,0.45074194048197647,0.04056677464337788,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Thomas Detry,-0.02,0.16,-0.022,0.17,-0.16,-0.08,0.13,77,C,88,78,76,82,94,89,0.4314186522632521,0.038827678703692685,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Doug Ghim,0.27,0.587,0.268,0.3,0.53,0.14,-0.81,84,A,91,88,83,63,71,82,0.39843067647482666,0.035858760882734396,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Takumi Kanaya,-0.06,0.345,-0.057,0.14,-0.4,0.32,0.33,76,C,88,75,89,86,84,83,0.334440882655225,0.030099679438970246,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Greyson Sigg,0.16,0.349,0.157,0.05,0.39,0.07,-0.45,82,B,86,86,81,70,84,88,0.3237803982602233,0.029140235843420098,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Aldrich Potgieter,0.07,0.403,0.066,0.57,-0.14,-0.37,0.12,79,B,95,78,66,82,81,84,0.28795673230236585,0.025916105907212925,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Sami Valimaki,0.17,0.444,0.173,-0.3,0.52,-0.16,0.55,82,B,80,88,73,90,79,85,0.2875256830217612,0.025877311471958504,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Jacob Bridgeman,-0.02,0.23,-0.023,-0.09,-0.11,0.1,0.39,77,C,84,79,82,87,90,87,0.27959823125661076,0.025163840813094966,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Denny McCarthy,0.08,0.4,0.078,-0.26,0.2,-0.03,0.68,80,B,81,83,78,93,81,85,0.15070422705683573,0.013563380435115215,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Stephan Jaeger,0.05,0.31,0.054,-0.37,0.22,0.27,0.25,79,B,79,84,88,84,86,87,0.12056496538497831,0.010850846884648047,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Matti Schmid,0.05,0.251,0.046,0.11,0.06,-0.3,0.3,79,B,87,81,68,85,89,88,0.10289171786324941,0.009260254607692446,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Nate Lashley,0.02,0.124,0.016,-0.1,0.15,-0.04,-0.13,78,C,84,83,77,77,96,91,0.07586046289814541,0.006827441660833086,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Chad Ramey,-0.04,0.137,-0.038,0.01,-0.11,-0.09,0.19,77,C,86,79,75,83,95,90,0.04976620463355741,0.0044789584170201666,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Tom Kim,0.03,0.195,0.026,-0.2,0.15,0.2,-0.1,78,C,82,83,85,77,92,89,0.01930789609605793,0.0017377106486452137,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Trey Mullinax,0.01,0.133,0.012,0.04,0.06,-0.22,0.04,78,C,86,81,71,80,95,91,-0.05265109376098831,-0.0047385984384889475,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Austin Eckroat,0.11,0.299,0.113,0.21,0.25,-0.4,-0.05,80,B,89,84,65,78,86,87,-0.1064899565574169,-0.009584096090167521,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Jackson Suber,0.06,0.195,0.062,-0.14,0.27,-0.15,0.04,79,B,83,84,73,80,92,90,-0.18220013415869313,-0.016398012074282382,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Danny Walker,-0.05,0.159,-0.053,-0.04,-0.14,-0.02,0.24,77,C,85,78,78,84,94,89,-0.21714530223705153,-0.019543077201334635,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Joseph Bramlett,0.19,0.58,0.187,0.31,0.28,0.35,-0.84,82,B,91,84,90,62,71,81,-0.23038184323610644,-0.02073436589124958,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Noah Goodwin,-0.07,0.103,-0.068,0.0,-0.16,-0.02,0.08,76,C,85,78,78,81,97,90,-0.33591806496698584,-0.030232625847028724,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Nick Hardy,0.03,0.184,0.025,0.13,0.09,-0.24,-0.17,78,C,88,82,70,76,92,89,-0.3511267904027129,-0.03160141113624416,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Niklas Norgaard,0.05,0.473,0.053,0.63,-0.18,-0.48,0.16,79,B,96,78,62,83,77,82,-0.3581544748860108,-0.03223390273974097,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
William Mouw,-0.04,0.274,-0.04,0.3,-0.26,-0.2,0.18,77,C,90,77,72,83,88,86,-0.3949936672657349,-0.03554943005391614,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Ben Martin,-0.04,0.096,-0.04,-0.17,0.01,0.03,0.03,77,C,82,81,79,80,97,91,-0.4029212995628317,-0.03626291696065485,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Justin Rose,0.04,0.227,0.042,-0.25,0.25,-0.07,0.16,79,C,81,84,76,82,90,89,-0.5039157362552718,-0.045352416262974454,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Erik van Rooyen,0.02,0.248,0.019,0.19,0.02,-0.03,-0.4,78,C,89,81,78,71,89,87,-0.5130180659001905,-0.046171625931017146,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Hayden Springer,-0.06,0.294,-0.056,0.2,-0.28,-0.16,0.34,76,C,89,76,73,86,87,85,-0.6515412879867877,-0.05863871591881089,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Adam Schenk,-0.05,0.091,-0.051,0.06,-0.09,-0.16,-0.05,77,C,86,79,73,78,97,91,-0.662655302249973,-0.05963897720249757,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Carson Young,0.02,0.216,0.024,0.17,0.07,-0.32,-0.12,78,C,88,81,68,77,91,89,-0.718381135978978,-0.06465430223810802,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Sam Ryder,0.01,0.368,0.008,-0.2,0.04,-0.09,0.63,78,C,82,81,75,92,83,84,-0.7356321643106104,-0.06620689478795494,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Tony Finau,-0.07,0.161,-0.069,-0.09,-0.14,0.21,-0.12,76,C,84,78,85,77,94,89,-0.7857528097173923,-0.0707177528745653,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Zac Blair,0.14,0.36,0.139,-0.29,0.54,-0.02,-0.14,81,B,80,88,78,77,83,87,-0.7871675942865595,-0.07084508348579036,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Nico Echavarria,0.04,0.417,0.038,-0.06,0.08,-0.32,0.67,79,C,84,82,68,93,80,83,-0.8137392433710268,-0.07323653190339241,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Antoine Rozner,0.15,0.373,0.148,0.06,0.46,-0.32,-0.32,81,B,87,87,68,73,82,86,-0.8577672921447203,-0.07719905629302481,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Brice Garnett,-0.11,0.192,-0.107,-0.04,-0.27,0.06,0.18,75,C,85,77,81,83,92,87,-0.9244409839087288,-0.08319968855178558,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Chan Kim,0.05,0.266,0.053,-0.2,0.27,0.13,-0.29,79,B,82,84,83,73,88,88,-0.9289670393304914,-0.08360703353974422,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
David Skinns,0.04,0.238,0.04,-0.21,0.29,-0.04,-0.22,79,C,82,85,77,75,90,89,-1.021104320745878,-0.09189938886712902,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Christiaan Bezuidenhout,-0.03,0.373,-0.028,-0.38,-0.01,0.31,0.46,77,C,79,80,89,89,82,83,-1.051799879858488,-0.09466198918726391,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Byeong Hun An,-0.04,0.384,-0.04,0.39,-0.32,0.18,-0.4,77,C,92,76,84,71,82,83,-1.0983566335871844,-0.09885209702284659,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Mackenzie Hughes,-0.08,0.24,-0.085,-0.2,-0.17,0.31,0.07,76,C,82,78,89,81,89,86,-1.1545117882928075,-0.10390606094635267,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Min Woo Lee,-0.12,0.331,-0.123,0.01,-0.43,0.35,0.16,75,D,86,74,90,83,85,83,-1.176355304671704,-0.10587197742045334,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Thriston Lawrence,-0.02,0.225,-0.024,0.23,-0.1,-0.12,-0.31,77,C,89,79,74,73,90,87,-1.1855374190870593,-0.10669836771783534,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Jeremy Paul,-0.11,0.095,-0.11,-0.1,-0.18,-0.0,0.02,75,D,84,78,78,80,97,89,-1.2049785605321923,-0.10844807044789731,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Brandt Snedeker,-0.04,0.348,-0.043,-0.31,-0.03,0.05,0.53,77,C,80,80,80,90,84,84,-1.4947394247940742,-0.13452654823146667,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Alejandro Tosti,-0.0,0.409,-0.0,0.35,-0.16,0.17,-0.58,78,C,91,78,84,68,80,82,-1.5044917826358168,-0.1354042604372235,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Trevor Cone,-0.04,0.263,-0.039,0.28,-0.15,-0.13,-0.35,77,C,90,78,74,72,88,86,-1.5910806576675796,-0.14319725919008217,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Thomas Rosenmueller,0.17,0.515,0.17,0.35,0.41,-0.38,-0.61,82,B,91,86,65,67,75,83,-1.6460547715979819,-0.14814492944381835,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Luke List,-0.09,0.315,-0.092,0.37,-0.37,-0.14,-0.16,76,C,92,75,74,76,85,84,-1.8256806913508925,-0.16431126222158032,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Rikuya Hoshino,-0.14,0.133,-0.137,-0.02,-0.28,-0.02,-0.0,75,D,85,76,78,79,95,88,-1.8281379982869228,-0.16453241984582304,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
Justin Lower,-0.09,0.096,-0.091,-0.1,-0.03,-0.26,-0.08,76,C,84,80,70,78,97,90,-1.9279274996427,-0.173513474967843,bomber_friendly_modern,"Long, semi-wide, modern bomber track"
