player_name,CF_SG_per_round,CF_Index
Joseph Bramlett,-0.9736228620279386,-2.7045079500776072
Antoine Rozner,-1.0040600219740796,-2.789055616594666
Ben Silverman,-1.0183872822995264,-2.828853561943129
Trevor Cone,-1.1385948518706008,-3.1627634774183355
Paul Peterson,-1.1875088931633662,-3.298635814342684
Quade Cummins,-1.1895760978221015,-3.304378049505838
Luke List,-1.2037635215226965,-3.343787559785268
Rico Hoey,-1.2325574354421605,-3.4237706540060016
Alejandro Tosti,-1.2528877050938592,-3.48024362526072
Henrik Norlander,-1.3204936699465144,-3.6680379720736513
Harry Higgs,-1.3870895229070688,-3.853026452519636
Adam Svensson,-1.4397464453237092,-3.999295681454748
Taylor Montgomery,-1.4606451142532462,-4.05734753959235
Will Gordon,-1.4659626608315004,-4.072118502309723
Joe Highsmith,-1.4906943208568821,-4.140817557935784
Patton Kizzire,-1.510713006949601,-4.1964250193044474
Cam Davis,-1.5652734660094787,-4.34798185002633
Adam Hadwin,-1.652764696659614,-4.591013046276705
Isaiah Salinda,-1.8233302710717973,-5.064806308532771
Thomas Rosenmueller,-1.8793835131370604,-5.220509758714057
Tom Hoge,-1.9281925303367187,-5.356090362046441
Karl Vilips,-2.029584648294276,-5.637735134150767
Sungjae Im,-2.043049344217875,-5.6751370672718755
John Pak,-2.141288999006368,-5.948024997239911
Davis Riley,-2.1969274573386315,-6.102576270385088
Matteo Manassero,-2.3566442222169584,-6.546233950602662
Hayden Buckley,-2.362883901009411,-6.563566391692809
Kevin Velo,-2.449905126264114,-6.805292017400317
Tim Widing,-2.583550446856584,-7.176529019046066
Camilo Villegas,-2.5978486165368904,-7.216246157046918
Matthew Riedel,-2.712380514666613,-7.53439031851837
Matthieu Pavon,-3.2781382765422182,-9.105939657061718
Rafael Campos,-3.434081917244579,-9.539116436790497
Brian Campbell,-3.5766953351336666,-9.93526481981574
Taylor Dickson,-3.747573164113631,-10.409925455871198
Kaito Onishi,-3.8794412800601945,-10.776225777944985
Cristobal Del Solar,-3.950531751197982,-10.973699308883283
Peter Malnati,-4.0364516220554005,-11.212365616820557
Will Chandler,-4.224818307367978,-11.735606409355494
Mason Andersen,-4.262172141692623,-11.839367060257286
Braden Thornberry,-4.727057846266035,-13.130716239627876
Nick Dunlap,-5.858853208283468,-16.274592245231855
Frankie Capan III,-6.477088080414416,-17.991911334484488
Ryan Palmer,-8.268536569971968,-22.968157138811023
