player_name,mu,sigma,form,sg_ott,sg_app,sg_arg,sg_putt,OverallRating,Tier,Power,Approach,ShortGame,Putting,Consistency,DogFactor,CF_Z,CF_SG_per_round,course_profile,course_description
Ryo Hisatsune,0.11,0.175,0.112,0.14,0.15,0.14,-0.2,80,B,88,83,83,75,93,91,2.861550550009931,0.2575395495008938,classic_ballstriker,"Classic shot-making course, ball-striking premium"
Matt McCarty,0.05,0.212,0.054,0.09,-0.06,0.05,0.44,79,B,87,80,80,88,91,89,2.8591140659844108,0.25732026593859697,classic_ballstriker,"Classic shot-making course, ball-striking premium"
Lucas Glover,0.23,0.319,0.234,0.12,0.46,0.16,-0.32,83,A,87,87,84,73,85,89,2.8368712453601814,0.25531841208241635,classic_ballstriker,"Classic shot-making course, ball-striking premium"
Akshay Bhatia,0.26,0.348,0.258,0.02,0.57,-0.24,0.28,84,A,86,89,70,85,84,90,2.7632200161700204,0.24868980145530184,classic_ballstriker,"Classic shot-making course, ball-striking premium"
Chris Kirk,0.2,0.285,0.199,0.12,0.39,0.12,-0.3,83,B,87,86,83,73,87,91,2.71803839044155,0.24462345513973952,classic_ballstriker,"Classic shot-making course, ball-striking premium"
Matt Kuchar,0.04,0.276,0.041,-0.26,0.1,0.26,0.37,79,C,81,82,87,87,88,88,2.6919603105418037,0.24227642794876234,classic_ballstriker,"Classic shot-making course, ball-striking premium"
Jake Knapp,0.11,0.246,0.108,0.25,0.0,-0.09,0.46,80,B,90,80,75,88,89,89,2.588997434267501,0.23300976908407509,classic_ballstriker,"Classic shot-making course, ball-striking premium"
Mark Hubbard,0.04,0.106,0.044,-0.02,0.09,-0.06,0.18,79,B,85,82,76,83,97,93,2.5491163304948548,0.22942046974453692,classic_ballstriker,"Classic shot-making course, ball-striking premium"
Max Greyserman,0.01,0.155,0.011,-0.07,-0.03,0.14,0.26,78,C,84,80,83,85,94,90,2.5424221806371268,0.2288179962573414,classic_ballstriker,"Classic shot-making course, ball-striking premium"
Cameron Young,0.1,0.35,0.099,0.32,-0.12,-0.03,0.64,80,B,91,79,77,92,84,86,2.49760082143566,0.2247840739292094,classic_ballstriker,"Classic shot-making course, ball-striking premium"
Pierceson Coody,0.25,0.414,0.249,0.79,0.06,-0.01,-0.13,84,A,99,81,78,77,80,87,2.4045018294798917,0.21640516465319024,classic_ballstriker,"Classic shot-making course, ball-striking premium"
Ludvig Åberg,0.16,0.275,0.163,0.52,0.04,-0.11,0.05,82,B,94,81,75,80,88,90,2.39652662070618,0.21568739586355617,classic_ballstriker,"Classic shot-making course, ball-striking premium"
Daniel Berger,0.29,0.351,0.286,0.41,0.46,-0.19,-0.15,85,A,93,87,72,76,83,90,2.3853095674468294,0.21467786107021464,classic_ballstriker,"Classic shot-making course, ball-striking premium"
Emiliano Grillo,0.18,0.265,0.181,0.18,0.3,-0.26,0.29,82,B,89,85,70,85,88,90,2.3769978087326655,0.2139298027859399,classic_ballstriker,"Classic shot-making course, ball-striking premium"
Davis Thompson,0.17,0.311,0.169,0.46,0.09,0.14,-0.3,82,B,93,82,83,73,86,89,2.335138262355933,0.21016244361203398,classic_ballstriker,"Classic shot-making course, ball-striking premium"
Keith Mitchell,0.21,0.31,0.207,0.53,0.17,-0.19,-0.01,83,B,95,83,72,79,86,90,2.253815820145432,0.20284342381308887,classic_ballstriker,"Classic shot-making course, ball-striking premium"
Ryan Gerard,0.23,0.316,0.231,0.16,0.46,0.05,-0.31,83,A,88,87,80,73,85,89,2.1951774920010774,0.19756597428009695,classic_ballstriker,"Classic shot-making course, ball-striking premium"
Patrick Rodgers,-0.0,0.115,-0.002,0.12,-0.13,0.11,0.04,78,C,87,79,82,80,96,91,2.0872955364390293,0.18785659827951262,classic_ballstriker,"Classic shot-making course, ball-striking premium"
Jesper Svensson,0.12,0.306,0.117,0.55,-0.13,0.09,-0.06,81,B,95,79,81,78,86,88,2.0184558174334986,0.18166102356901487,classic_ballstriker,"Classic shot-making course, ball-striking premium"
